date,state,positive,negative,death,dataQualityGrade,totalTestResults,new_negatives,new_positives,new_tests,ratio_new_positives
20200511,AZ,11380,105084,542,A+,116464,5826,261,6087,0.042878265
20200511,CA,67939,923958,2770,B,991897,34974,1259,36233,0.03474733
20200511,CO,19899,88891,981,B,108790,4517,196,4713,0.0415871
20200511,CT,33765,98743,3008,B,132508,2105,211,2316,0.091105354
20200511,DC,6389,23872,328,A,30261,574,117,691,0.169319826
20200511,DE,6565,25363,225,B,31928,771,118,889,0.132733408
20200511,FL,40982,520075,1805,B,561057,21723,386,22109,0.017458953
20200511,GA,33927,217361,1441,A,251288,7255,486,7741,0.062782586
20200511,GU,151,3838,5,C,3989,195,0,195,0
20200511,HI,632,37051,17,B,37683,412,1,413,0.002421308
20200511,IA,12373,65419,271,A+,77792,3204,414,3618,0.114427861
20200511,ID,2230,29912,67,B,32142,0,0,0,0
20200511,IL,79007,363418,3459,A,442425,11175,1266,12441,0.101760309
20200511,IN,24627,122061,1540,A+,146688,6158,501,6659,0.075236522
20200511,KS,7116,46993,158,A,54109,1436,168,1604,0.104738155
20200511,KY,6440,80483,304,A,86923,0,0,0,0
20200511,LA,31815,189015,2308,B,220830,4743,215,4958,0.04336426
20200511,MA,78462,316266,5108,A,394728,5670,669,6339,0.105537151
20200511,MD,33373,131407,1683,A,164780,4063,786,4849,0.162095277
20200511,ME,1462,22092,65,B,23554,0,26,26,1
20200511,MI,47552,251396,4584,A+,298948,12856,414,13270,0.031198191
20200511,MN,11799,103982,591,A,115781,4165,528,4693,0.112507991
20200511,MO,9918,105702,488,B,115620,0,74,74,1
20200511,MP,19,2676,2,D,2695,355,3,358,0.008379888
20200511,MS,9674,86211,435,A,95885,14110,173,14283,0.012112301
20200511,MT,459,22113,16,C,22572,867,1,868,0.001152074
20200511,NC,15045,180820,550,B,195865,3449,281,3730,0.075335121
20200511,ND,1518,45496,36,C,47014,2118,27,2145,0.012587413
20200511,NE,8315,37924,98,D,46239,589,81,670,0.120895522
20200511,NH,3160,31723,133,B,34883,1281,149,1430,0.104195804
20200511,NJ,139945,285988,9310,A+,425933,112073,1413,113486,0.012450875
20200511,NM,4863,97635,200,C,102498,5360,85,5445,0.015610652
20200511,NV,6152,53932,306,C,60084,1221,54,1275,0.042352941
20200511,NY,337055,867596,21640,A,1204651,19993,1660,21653,0.076663742
20200511,OH,24777,185753,1357,B,210530,4972,696,5668,0.122794637
20200511,OK,4613,91379,274,A+,95992,0,24,24,1
20200511,OR,3286,74320,130,A+,77606,2041,58,2099,0.027632206
20200511,PA,57154,231704,3731,C,288858,3932,543,4475,0.121340782
20200511,PR,2256,0,113,D,2256,0,58,58,1
20200511,RI,11450,81882,430,A+,93332,1943,176,2119,0.083058046
20200511,SC,7653,76804,331,B,84457,0,0,0,0
20200511,SD,3614,20964,34,C,24578,587,97,684,0.141812865
20200511,TN,15544,257733,251,B,273277,10849,559,11408,0.049000701
20200511,TX,39869,485828,1100,B,525697,22921,1000,23921,0.041804272
20200511,UT,6362,144223,68,B,150585,3964,111,4075,0.027239264
20200511,VA,25070,125547,850,A+,150617,6573,989,7562,0.130785506
20200511,VI,69,1110,5,C,1179,8,0,8,0
20200511,VT,927,18797,53,B,19724,630,1,631,0.001584786
20200511,WA,17728,247949,931,B,265677,5610,283,5893,0.048023078
20200511,WI,10418,108033,409,A+,118451,2870,199,3069,0.064841968
20200511,WV,1366,62103,54,C,63469,819,6,825,0.007272727
20200511,WY,662,11403,7,C,12065,0,1,1,1
20200510,AK,379,26985,10,C,27364,914,1,915,0.001092896
20200510,AL,9777,117644,393,B,127421,1717,210,1927,0.108977686
20200510,AR,3747,61781,88,B,65528,0,0,0,0
20200510,AS,0,83,0,D,83,0,0,0,0
20200510,AZ,11119,99258,536,A+,110377,4408,159,4567,0.034814977
20200510,CA,66680,888984,2745,B,955664,40975,2119,43094,0.049171578
20200510,CO,19703,84374,967,B,104077,6429,876,7305,0.119917864
20200510,CT,33554,96638,2967,B,130192,6053,570,6623,0.086063717
20200510,DC,6272,23298,323,A+,29570,1217,170,1387,0.122566691
20200510,DE,6447,24592,224,B,31039,1573,170,1743,0.097532989
20200510,FL,40596,498352,1791,B,538948,10622,595,11217,0.053044486
20200510,GA,33441,210106,1405,A,243547,7314,909,8223,0.110543597
20200510,GU,151,3643,5,C,3794,0,0,0,0
20200510,HI,631,36639,17,B,37270,1006,2,1008,0.001984127
20200510,IA,11959,62215,265,A+,74174,2410,288,2698,0.106745738
20200510,ID,2230,29912,67,B,32142,311,25,336,0.074404762
20200510,IL,77741,352243,3406,A,429984,11997,1656,13653,0.121292024
20200510,IN,24126,115903,1508,A+,140029,3949,394,4343,0.0907207
20200510,KS,6948,45557,157,A,52505,2375,197,2572,0.07659409
20200510,KY,6440,80483,304,A,86923,324,152,476,0.319327731
20200510,LA,31600,184272,2286,B,215872,3532,183,3715,0.049259758
20200510,MA,77793,310596,4979,A,388389,10802,1050,11852,0.088592643
20200510,MD,32587,127344,1644,A,159931,2850,1053,3903,0.269792467
20200510,ME,1436,22092,64,B,23528,0,28,28,1
20200510,MI,47138,238540,4551,A+,285678,11810,382,12192,0.031332021
20200510,MN,11271,99817,578,A,111088,4344,481,4825,0.099689119
20200510,MO,9844,105702,482,B,115546,6470,178,6648,0.02677497
20200510,MP,16,2321,2,D,2337,0,0,0,0
20200510,MS,9501,72101,430,A,81602,0,123,123,1
20200510,MT,458,21246,16,C,21704,375,0,375,0
20200510,NC,14764,177371,547,B,192135,5369,404,5773,0.069980946
20200510,ND,1491,43378,35,C,44869,909,27,936,0.028846154
20200510,NE,8234,37335,96,D,45569,2190,403,2593,0.155418434
20200510,NH,3011,30442,131,B,33453,1091,64,1155,0.055411255
20200510,NJ,138532,173915,9255,A+,312447,5794,1447,7241,0.199834277
20200510,NM,4778,92275,191,C,97053,3686,105,3791,0.027697178
20200510,NV,6098,52711,306,C,58809,2628,70,2698,0.025945145
20200510,NY,335395,847603,21478,A,1182998,26957,2273,29230,0.077762573
20200510,OH,24081,180781,1341,B,204862,7808,384,8192,0.046875
20200510,OK,4589,91379,272,A+,95968,0,99,99,1
20200510,OR,3228,72279,127,A+,75507,819,68,887,0.076662909
20200510,PA,56611,227772,3707,C,284383,5981,1295,7276,0.177982408
20200510,PR,2198,0,111,D,2198,0,25,25,1
20200510,RI,11274,79939,422,A+,91213,3113,285,3398,0.083872866
20200510,SC,7653,76804,331,B,84457,3372,122,3494,0.034917001
20200510,SD,3517,20377,34,C,23894,818,124,942,0.13163482
20200510,TN,14985,246884,243,B,261869,8904,217,9121,0.023791251
20200510,TX,38869,462907,1088,B,501776,11473,1009,12482,0.080836404
20200510,UT,6251,140259,67,B,146510,3068,148,3216,0.0460199
20200510,VA,24081,118974,839,A+,143055,5021,885,5906,0.149847613
20200510,VI,69,1102,4,C,1171,78,1,79,0.012658228
20200510,VT,926,18167,53,B,19093,477,0,477,0
20200510,WA,17445,242339,921,B,259784,1225,51,1276,0.039968652
20200510,WI,10219,105163,400,A+,115382,3228,280,3508,0.07981756
20200510,WV,1360,61284,54,C,62644,1622,25,1647,0.015179114
20200510,WY,661,11403,7,C,12064,0,17,17,1
20200509,AK,378,26071,10,C,26449,975,1,976,0.00102459
20200509,AL,9567,115927,388,B,125494,5034,346,5380,0.064312268
20200509,AR,3747,61781,88,B,65528,1481,53,1534,0.034550196
20200509,AS,0,83,0,D,83,0,0,0,0
20200509,AZ,10960,94850,532,A+,105810,4251,434,4685,0.092636073
20200509,CA,64561,848009,2678,B,912570,35249,2049,37298,0.054935921
20200509,CO,18827,77945,960,B,96772,2210,26,2236,0.011627907
20200509,CT,32984,90585,2932,B,123569,2455,573,3028,0.189233818
20200509,DC,6102,22081,311,A+,28183,865,203,1068,0.190074906
20200509,DE,6277,23019,221,B,29296,866,166,1032,0.160852713
20200509,FL,40001,487730,1785,B,527731,13588,802,14390,0.055733148
20200509,GA,32532,202792,1400,A,235324,7331,426,7757,0.054918138
20200509,GU,151,3643,5,C,3794,17,0,17,0
20200509,HI,629,35633,17,C,36262,-356,0,-356,0
20200509,IA,11671,59805,252,A+,71476,1001,214,1215,0.176131687
20200509,ID,2205,29601,67,B,31806,509,27,536,0.050373134
20200509,IL,76085,340246,3349,A,416331,14292,2325,16617,0.139916953
20200509,IN,23732,111954,1490,A+,135686,4972,586,5558,0.105433609
20200509,KS,6751,43182,157,A,49933,1975,250,2225,0.112359551
20200509,KY,6288,80159,298,A,86447,4887,159,5046,0.031510107
20200509,LA,31417,180740,2267,B,212157,9179,562,9741,0.057694282
20200509,MA,76743,299794,4840,A,376537,9104,1410,10514,0.134106905
20200509,MD,31534,124494,1614,A,156028,2792,1049,3841,0.273105962
20200509,ME,1408,22092,64,B,23500,0,34,34,1
20200509,MI,46756,226730,4526,A+,273486,12803,430,13233,0.032494521
20200509,MN,10790,95473,558,A,106263,4291,702,4993,0.140596836
20200509,MO,9666,99232,472,B,108898,0,177,177,1
20200509,MP,16,2321,2,D,2337,0,1,1,1
20200509,MS,9378,72101,421,A,81479,0,288,288,1
20200509,MT,458,20871,16,C,21329,384,0,384,0
20200509,NC,14360,172002,544,B,186362,7257,492,7749,0.063492063
20200509,ND,1464,42469,35,C,43933,1393,39,1432,0.027234637
20200509,NE,7831,35145,92,D,42976,1923,641,2564,0.25
20200509,NH,2947,29351,121,B,32298,1522,104,1626,0.06396064
20200509,NJ,137085,168121,9116,A+,305206,4816,1631,6447,0.252985885
20200509,NM,4673,88589,181,C,93262,4050,180,4230,0.042553191
20200509,NV,6028,50083,301,D,56111,2623,144,2767,0.052041923
20200509,NY,333122,820646,21271,B,1153768,29510,2715,32225,0.084251358
20200509,OH,23697,172973,1331,B,196670,11673,681,12354,0.055123847
20200509,OK,4490,91379,270,A+,95869,5946,66,6012,0.010978044
20200509,OR,3160,71460,127,A+,74620,1835,92,1927,0.047742605
20200509,PA,55316,221791,3688,C,277107,5470,1078,6548,0.164630422
20200509,PR,2173,0,108,C,2173,0,17,17,1
20200509,RI,10989,76826,418,A+,87815,2339,210,2549,0.082385249
20200509,SC,7531,73432,330,B,80963,7132,389,7521,0.051721845
20200509,SD,3393,19559,34,C,22952,1410,249,1659,0.150090416
20200509,TN,14768,237980,242,B,252748,8843,327,9170,0.03565976
20200509,TX,37860,451434,1049,B,489294,10925,1251,12176,0.102743101
20200509,UT,6103,137191,66,B,143294,4422,184,4606,0.039947894
20200509,VA,23196,113953,827,A+,137149,6350,854,7204,0.118545253
20200509,VI,68,1024,4,C,1092,0,0,0,0
20200509,VT,926,17690,53,B,18616,468,8,476,0.016806723
20200509,WA,17394,241114,905,B,258508,2136,121,2257,0.053610988
20200509,WI,9939,101935,398,A+,111874,4670,349,5019,0.069535764
20200509,WV,1335,59662,53,C,60997,1536,25,1561,0.016015375
20200509,WY,644,11403,7,C,12047,0,9,9,1
20200508,AK,377,25096,10,C,25473,1129,3,1132,0.002650177
20200508,AL,9221,110893,375,B,120114,4618,323,4941,0.065371382
20200508,AR,3694,60300,88,B,63994,3916,83,3999,0.020755189
20200508,AS,0,83,0,F,83,0,0,0,0
20200508,AZ,10526,90599,517,A+,101125,4110,581,4691,0.123854189
20200508,CA,62512,812760,2585,B,875272,30500,1898,32398,0.058583863
20200508,CO,18801,75735,961,B,94536,2218,971,3189,0.304484164
20200508,CT,32411,88130,2874,B,120541,3740,627,4367,0.143576826
20200508,DC,5899,21216,304,A+,27115,1014,245,1259,0.194598888
20200508,DE,6111,22153,213,B,28264,766,172,938,0.18336887
20200508,FL,39199,474142,1738,C,513341,20020,371,20391,0.018194301
20200508,GA,32106,195461,1377,A,227567,9597,667,10264,0.064984412
20200508,GU,151,3626,5,D,3777,62,0,62,0
20200508,HI,629,35989,17,B,36618,1074,3,1077,0.002785515
20200508,IA,11457,58804,243,A+,70261,3436,398,3834,0.103808033
20200508,ID,2178,29092,67,B,31270,360,20,380,0.052631579
20200508,IL,73760,325954,3241,A,399714,17784,2887,20671,0.139664264
20200508,IN,23146,106982,1447,A+,130128,4703,643,5346,0.120276842
20200508,KS,6501,41207,152,A,47708,2529,357,2886,0.123700624
20200508,KY,6129,75272,294,A,81401,2600,195,2795,0.069767442
20200508,LA,30855,171561,2227,B,202416,1446,203,1649,0.123104912
20200508,MA,75333,290690,4702,A,366023,12779,1612,14391,0.112014453
20200508,MD,30485,121702,1560,A,152187,2476,1111,3587,0.309729579
20200508,ME,1374,22092,63,B,23466,0,44,44,1
20200508,MI,46326,213927,4393,A+,260253,12511,680,13191,0.051550299
20200508,MN,10088,91182,534,A,101270,3126,723,3849,0.187840998
20200508,MO,9489,99232,449,B,108721,4951,148,5099,0.029025299
20200508,MP,15,2321,2,D,2336,538,0,538,0
20200508,MS,9090,72101,409,A,81191,0,404,404,1
20200508,MT,458,20487,16,C,20945,696,2,698,0.00286533
20200508,NC,13868,164745,527,B,178613,6814,471,7285,0.064653397
20200508,ND,1425,41076,33,C,42501,1580,54,1634,0.033047736
20200508,NE,7190,33222,90,D,40412,2235,419,2654,0.157874906
20200508,NH,2843,27829,114,B,30672,1763,103,1866,0.055198285
20200508,NJ,135454,163305,8952,A+,298759,4282,1819,6101,0.298147845
20200508,NM,4493,84539,172,C,89032,3146,202,3348,0.060334528
20200508,NV,5884,47460,293,D,53344,1869,118,1987,0.059386009
20200508,NY,330407,791136,21045,B,1121543,28869,2758,31627,0.087203971
20200508,OH,23016,161300,1306,B,184316,7372,885,8257,0.107181785
20200508,OK,4424,85433,266,A+,89857,2876,94,2970,0.031649832
20200508,OR,3068,69625,124,A+,72693,2156,79,2235,0.035346756
20200508,PA,54238,216321,3616,C,270559,6448,1323,7771,0.170248359
20200508,PR,2156,0,107,C,2156,0,125,125,1
20200508,RI,10779,74487,399,A+,85266,2699,249,2948,0.084464043
20200508,SC,7142,66300,316,B,73442,-4246,206,-4040,-0.050990099
20200508,SD,3144,18149,31,C,21293,940,239,1179,0.202714165
20200508,TN,14441,229137,241,B,243578,6905,345,7250,0.047586207
20200508,TX,36609,440509,1004,B,477118,20737,1219,21956,0.055520131
20200508,UT,5919,132769,61,B,138688,3950,195,4145,0.047044632
20200508,VA,22342,107603,812,A+,129945,6021,772,6793,0.113646401
20200508,VI,68,1024,4,C,1092,34,2,36,0.055555556
20200508,VT,918,17222,53,B,18140,532,2,534,0.003745318
20200508,WA,17273,238978,891,B,256251,5769,245,6014,0.040738277
20200508,WI,9590,97265,384,A+,106855,4230,375,4605,0.081433225
20200508,WV,1310,58126,51,C,59436,1892,23,1915,0.012010444
20200508,WY,635,11403,7,C,12038,0,4,4,1
20200507,AK,374,23967,10,C,24341,684,2,686,0.002915452
20200507,AL,8898,106275,349,B,115173,5340,317,5657,0.056036769
20200507,AR,3611,56384,87,B,59995,949,43,992,0.043346774
20200507,AS,0,83,0,F,83,0,0,0,0
20200507,AZ,9945,86489,450,A+,96434,4459,238,4697,0.050670641
20200507,CA,60614,782260,2504,B,842874,32039,1799,33838,0.053165081
20200507,CO,17830,73517,921,B,91347,4905,466,5371,0.086762242
20200507,CT,31784,84390,2797,B,116174,3938,789,4727,0.166913476
20200507,DC,5654,20202,285,A+,25856,679,193,872,0.221330275
20200507,DE,5939,21387,202,B,27326,697,161,858,0.187645688
20200507,FL,38828,454122,1667,C,492950,12073,826,12899,0.064035972
20200507,GA,31439,185864,1336,A,217303,12423,743,13166,0.056433237
20200507,GU,151,3564,5,F,3715,88,0,88,0
20200507,HI,626,34915,17,B,35541,341,1,342,0.002923977
20200507,IA,11059,55368,231,A+,66427,2601,655,3256,0.201167076
20200507,ID,2158,28732,66,B,30890,314,31,345,0.089855072
20200507,IL,70873,308170,3111,A,379043,15142,2641,17783,0.148512624
20200507,IN,22503,102279,1414,A+,124782,3653,633,4286,0.147690154
20200507,KS,6144,38678,147,A,44822,2298,410,2708,0.15140325
20200507,KY,5934,72672,283,A,78606,17480,112,17592,0.00636653
20200507,LA,30652,170115,2208,B,200767,5842,253,6095,0.041509434
20200507,MA,73721,277911,4552,A,351632,10297,1696,11993,0.141415826
20200507,MD,29374,119226,1503,A,148600,3377,1211,4588,0.263949433
20200507,ME,1330,22092,62,B,23422,0,76,76,1
20200507,MI,45646,201416,4343,A+,247062,13239,592,13831,0.0428024
20200507,MN,9365,88056,508,A,97421,3403,786,4189,0.18763428
20200507,MO,9341,94281,418,B,103622,2636,239,2875,0.083130435
20200507,MP,15,1783,2,D,1798,0,0,0,0
20200507,MS,8686,72101,396,A,80787,0,262,262,1
20200507,MT,456,19791,16,C,20247,543,0,543,0
20200507,NC,13397,157931,507,B,171328,6207,639,6846,0.093339176
20200507,ND,1371,39496,31,C,40867,2187,48,2235,0.02147651
20200507,NE,6771,30987,86,D,37758,1297,333,1630,0.204294479
20200507,NH,2740,26066,111,B,28806,969,104,1073,0.096924511
20200507,NJ,133635,159023,8801,A+,292658,1993,1745,3738,0.46682718
20200507,NM,4291,81393,169,C,85684,2280,153,2433,0.062885327
20200507,NV,5766,45591,286,D,51357,1979,103,2082,0.049471662
20200507,NY,327649,762267,20828,B,1089916,30324,3671,33995,0.107986469
20200507,OH,22131,153928,1271,B,176059,6575,555,7130,0.077840112
20200507,OK,4330,82557,260,A+,86887,3868,129,3997,0.032274206
20200507,OR,2989,67469,121,A+,70458,2409,73,2482,0.029411765
20200507,PA,52915,209873,3416,C,262788,5378,1070,6448,0.165942928
20200507,PR,2031,0,102,D,2031,0,63,63,1
20200507,RI,10530,71788,388,A+,82318,2620,325,2945,0.110356537
20200507,SC,6936,70546,305,B,77482,0,0,0,0
20200507,SD,2905,17209,31,C,20114,572,126,698,0.180515759
20200507,TN,14096,222232,237,B,236328,9069,158,9227,0.017123659
20200507,TX,35390,419772,973,B,455162,15256,968,16224,0.059664694
20200507,UT,5724,128819,61,B,134543,3412,129,3541,0.036430387
20200507,VA,21570,101582,769,A+,123152,8130,1314,9444,0.139135959
20200507,VI,66,990,4,C,1056,0,0,0,0
20200507,VT,916,16690,53,B,17606,409,2,411,0.00486618
20200507,WA,17028,233209,870,B,250237,5518,243,5761,0.042180177
20200507,WI,9215,93035,374,A+,102250,5209,314,5523,0.05685316
20200507,WV,1287,56234,51,C,57521,1698,39,1737,0.022452504
20200507,WY,631,11403,7,C,12034,0,27,27,1
20200506,AK,372,23283,10,C,23655,962,1,963,0.001038422
20200506,AL,8581,100935,340,B,109516,2454,296,2750,0.107636364
20200506,AR,3568,55435,85,B,59003,4296,72,4368,0.016483516
20200506,AS,0,83,0,F,83,0,0,0,0
20200506,AZ,9707,82030,426,A+,91737,3075,402,3477,0.115616911
20200506,CA,58815,750221,2412,B,809036,26531,2603,29134,0.089345782
20200506,CO,17364,68612,903,B,85976,515,457,972,0.470164609
20200506,CT,30995,80452,2718,B,111447,2430,374,2804,0.133380884
20200506,DC,5461,19523,277,A+,24984,516,139,655,0.21221374
20200506,DE,5778,20690,193,B,26468,1381,407,1788,0.227628635
20200506,FL,38002,442049,1605,C,480051,13797,563,14360,0.039206128
20200506,GA,30696,173441,1311,A,204137,2269,985,3254,0.302704364
20200506,GU,151,3476,5,F,3627,135,2,137,0.01459854
20200506,HI,625,34574,17,B,35199,1196,4,1200,0.003333333
20200506,IA,10404,52767,219,B,63171,2309,293,2602,0.112605688
20200506,ID,2127,28418,65,C,30545,216,21,237,0.088607595
20200506,IL,68232,293028,2974,A,361260,12704,2270,14974,0.1515961
20200506,IN,21870,98626,1377,A+,120496,3825,837,4662,0.17953668
20200506,KS,5734,36380,144,A,42114,1746,276,2022,0.136498516
20200506,KY,5822,55192,275,A,61014,390,577,967,0.596690796
20200506,LA,30399,164273,2115,B,194672,6038,403,6441,0.062567924
20200506,MA,72025,267614,4420,A,339639,4536,1754,6290,0.278855326
20200506,MD,28163,115849,1437,A,144012,2863,1046,3909,0.267587618
20200506,ME,1254,22092,62,B,23346,2546,28,2574,0.010878011
20200506,MI,45054,188177,4250,A+,233231,9738,657,10395,0.063203463
20200506,MN,8579,84653,485,A,93232,4495,728,5223,0.139383496
20200506,MO,9102,91645,396,B,100747,5495,186,5681,0.032740715
20200506,MP,15,1783,2,D,1798,0,1,1,1
20200506,MS,8424,72101,374,B,80525,0,217,217,1
20200506,MT,456,19248,16,C,19704,4432,0,4432,0
20200506,NC,12758,151724,477,B,164482,12180,502,12682,0.039583662
20200506,ND,1323,37309,31,C,38632,2154,57,2211,0.02578019
20200506,NE,6438,29690,82,D,36128,1164,355,1519,0.233706386
20200506,NH,2636,25097,92,B,27733,815,48,863,0.05561993
20200506,NJ,131890,157030,8549,A+,288920,0,1297,1297,1
20200506,NM,4138,79113,162,C,83251,1424,107,1531,0.069888961
20200506,NV,5663,43612,276,D,49275,1322,69,1391,0.049604601
20200506,NY,323978,731943,19877,B,1055921,24236,2786,27022,0.103101177
20200506,OH,21576,147353,1225,B,168929,7587,607,8194,0.074078594
20200506,OK,4201,78689,253,A,82890,3399,74,3473,0.021307227
20200506,OR,2916,65060,115,A+,67976,2475,77,2552,0.030172414
20200506,PA,51845,204495,3106,C,256340,4570,888,5458,0.162696959
20200506,PR,1968,0,99,D,1968,0,44,-9269,-0.004747006
20200506,RI,10205,69168,370,A+,79373,2666,272,2938,0.092579986
20200506,SC,6936,70546,305,B,77482,9532,179,9711,0.018432705
20200506,SD,2779,16637,29,C,19416,336,58,394,0.147208122
20200506,TN,13938,213163,239,B,227101,7991,248,8239,0.03010074
20200506,TX,34422,404516,948,B,438938,10675,1053,11728,0.08978513
20200506,UT,5595,125407,58,C,131002,4141,146,4287,0.03405645
20200506,VA,20256,93452,713,A+,113708,0,0,0,0
20200506,VI,66,990,4,C,1056,17,0,17,0
20200506,VT,914,16281,52,B,17195,216,5,221,0.022624434
20200506,WA,16785,227691,862,B,244476,6662,275,6937,0.039642497
20200506,WI,8901,87826,362,A+,96727,3859,335,4194,0.079876013
20200506,WV,1248,54536,50,C,55784,951,10,961,0.010405827
20200506,WY,604,11403,7,C,12007,1084,8,1092,0.007326007
20200505,AK,371,22321,9,C,22692,968,1,969,0.001031992
20200505,AL,8285,98481,313,B,106766,3389,260,3649,0.071252398
20200505,AR,3496,51139,83,B,54635,155,38,193,0.196891192
20200505,AS,0,83,0,F,83,0,0,0,0
20200505,AZ,9305,78955,395,A+,88260,2621,386,3007,0.128367143
20200505,CA,56212,723690,2317,B,779902,30753,1275,32028,0.039808917
20200505,CO,16907,68097,851,B,85004,1642,272,1914,0.142110763
20200505,CT,30621,78022,2633,B,108643,4816,1334,6150,0.216910569
20200505,DC,5322,19007,264,A+,24329,382,152,534,0.284644195
20200505,DE,5371,19309,187,B,24680,487,83,570,0.145614035
20200505,FL,37439,428252,1536,C,465691,20879,542,21421,0.025302273
20200505,GA,29711,171172,1288,A,200883,17215,343,17558,0.019535255
20200505,GU,149,3341,5,F,3490,99,0,99,0
20200505,HI,621,33378,17,B,33999,132,1,133,0.007518797
20200505,IA,10111,50458,207,B,60569,3000,408,3408,0.11971831
20200505,ID,2106,28202,64,C,30308,456,45,501,0.089820359
20200505,IL,65962,280324,2838,A,346286,11017,2122,13139,0.16150392
20200505,IN,21033,94801,1326,A+,115834,2011,526,2537,0.207331494
20200505,KS,5458,34634,137,A,40092,1276,213,1489,0.143049026
20200505,KY,5245,54802,261,A,60047,1523,115,1638,0.07020757
20200505,LA,29996,158235,2115,B,188231,6977,323,7300,0.044246575
20200505,MA,70271,263078,4212,A,333349,7897,1184,9081,0.130382117
20200505,MD,27117,112986,1390,A,140103,2399,709,3108,0.228120978
20200505,ME,1226,19546,61,B,20772,0,21,21,1
20200505,MI,44397,178439,4179,A+,222836,0,447,447,1
20200505,MN,7851,80158,455,A,88009,1451,617,2068,0.298355899
20200505,MO,8916,86150,377,A,95066,3453,162,3615,0.044813278
20200505,MP,14,1783,2,D,1797,462,0,462,0
20200505,MS,8207,72101,342,B,80308,301,330,631,0.522979398
20200505,MT,456,14816,16,C,15272,185,-1,184,-0.005434783
20200505,NC,12256,139544,452,B,151800,4953,408,5361,0.076105204
20200505,ND,1266,35155,25,C,36421,1626,41,1667,0.024595081
20200505,NE,6083,28526,78,D,34609,682,173,855,0.202339181
20200505,NH,2588,24282,86,C,26870,0,0,0,0
20200505,NJ,130593,157030,8244,A+,287623,8079,2324,10403,0.223397097
20200505,NM,4031,77689,156,C,81720,3562,181,3743,0.048356933
20200505,NV,5594,42290,268,D,47884,1615,103,1718,0.059953434
20200505,NY,321192,707707,19645,B,1028899,19350,2239,21589,0.103710223
20200505,OH,20969,139766,1135,B,160735,5085,495,5580,0.088709677
20200505,OK,4127,75290,247,A,79417,15486,83,15569,0.005331107
20200505,OR,2839,62585,113,A+,65424,1887,80,1967,0.040671073
20200505,PA,50957,199925,3012,B,250882,4427,865,5292,0.163454271
20200505,PR,1924,9313,99,D,11237,0,81,81,1
20200505,RI,9933,66502,355,A+,76435,2018,281,2299,0.122227055
20200505,SC,6757,61014,283,B,67771,3452,131,3583,0.036561541
20200505,SD,2721,16301,24,C,19022,256,53,309,0.171521036
20200505,TN,13690,205172,226,B,218862,7300,119,7419,0.016039898
20200505,TX,33369,393841,906,B,427210,18775,1037,19812,0.052342015
20200505,UT,5449,121266,56,C,126715,1922,132,2054,0.064264849
20200505,VA,20256,93452,713,A+,113708,651,764,1415,0.539929329
20200505,VI,66,973,4,C,1039,8,0,8,0
20200505,VT,909,16065,52,B,16974,176,3,179,0.016759777
20200505,WA,16510,221029,841,B,237539,5938,248,6186,0.040090527
20200505,WI,8566,83967,353,A,92533,3500,330,3830,0.08616188
20200505,WV,1238,53585,50,C,54823,1552,32,1584,0.02020202
20200505,WY,596,10319,7,C,10915,451,10,461,0.021691974
20200504,AK,370,21353,9,C,21723,143,2,145,0.013793103
20200504,AL,8025,95092,296,B,103117,10317,300,10617,0.02825657
20200504,AR,3458,50984,81,B,54442,1525,27,1552,0.017396907
20200504,AS,0,83,0,F,83,26,0,26,0
20200504,AZ,8919,76334,362,A+,85253,3855,279,4134,0.067489115
20200504,CA,54937,692937,2254,B,747874,30802,1321,32123,0.041123183
20200504,CO,16635,66455,842,B,83090,2774,410,3184,0.128768844
20200504,CT,29287,73206,2495,B,102493,0,0,0,0
20200504,DC,5170,18625,258,A+,23795,539,154,693,0.222222222
20200504,DE,5288,18822,182,B,24110,293,80,373,0.214477212
20200504,FL,36897,407373,1423,C,444270,15262,819,16081,0.050929669
20200504,GA,29368,153957,1222,A,183325,7463,766,8229,0.09308543
20200504,GU,149,3242,5,F,3391,90,-1,89,-0.011235955
20200504,HI,620,33246,17,B,33866,916,0,916,0
20200504,IA,9703,47458,188,B,57161,3441,534,3975,0.134339623
20200504,ID,2061,27746,64,C,29807,0,0,0,0
20200504,IL,63840,269307,2662,A,333147,11493,2341,13834,0.16922076
20200504,IN,20507,92790,1264,A+,113297,3864,574,4438,0.129337539
20200504,KS,5245,33358,136,A,38603,1610,215,1825,0.117808219
20200504,KY,5130,53279,253,A,58409,509,251,760,0.330263158
20200504,LA,29673,151258,2064,B,180931,4438,333,4771,0.069796688
20200504,MA,69087,255181,4090,A,324268,8622,1000,9622,0.103928497
20200504,MD,26408,110587,1317,A,136995,3255,946,4201,0.22518448
20200504,ME,1205,19546,57,B,20751,0,20,20,1
20200504,MI,43950,178439,4049,A+,222389,9661,196,9857,0.019884346
20200504,MN,7234,78707,428,A,85941,2738,571,3309,0.172559686
20200504,MO,8754,82697,358,A,91451,8107,368,8475,0.043421829
20200504,MP,14,1321,2,D,1335,0,0,0,0
20200504,MS,7877,71800,310,B,79677,1757,327,2084,0.156909789
20200504,MT,457,14631,16,C,15088,79,2,81,0.024691358
20200504,NC,11848,134591,430,B,146439,2420,184,2604,0.070660522
20200504,ND,1225,33529,25,C,34754,1367,34,1401,0.02426838
